item_id;vectors
442;-0.0910543|0.5453921|0.22948809|0.5407731|0.2062832|0.7239263|0.31595424|-0.35105303|-0.41850117|0.07337432|-0.06472055|-0.45143104|0.15736845|0.7033296|-0.08675887|0.17923947|-0.58166933|-0.7851295|-0.32773012|-0.13626695|0.957237|0.7640399|0.50134504|0.44545168|0.0017294437|0.5121641|-0.071343295|0.09572533|0.33691847|-0.1724743|-0.7922654|0.21074733|-0.07788879|0.04427713|0.56531477|0.16094056|-0.027885884|0.11603877|-0.5273887|-0.54857236|-0.50810426|-0.12430014|-0.76344633|0.4572694|0.32693452|-0.47753075|-0.16071565|0.39500773|0.53025657|0.51770693|0.5033678|0.24277581|-0.03487113|0.756642|-0.5989331|0.29084373|0.7630375|0.39786625|-0.27246734|0.31407163|0.53780776|0.5688103|-0.055505842|0.8314202|-0.08515282|-0.11487953|0.6181953|-0.6573916|0.6218972|0.01421082|-0.22791758|0.29358512|-0.7845847|-0.14633101|0.16435197|-0.3734235|0.52447283|0.13904367|0.7955167|0.7397983|-0.906703|-0.04341282|-0.31947643|-0.14218286|0.63797104|0.39699936|-0.19312061|0.1504031|0.010528356|-0.041805208|0.11121823|-0.32812423|0.08910853|-0.31243366|-0.7184708|0.88246095|0.02858115|0.31574103|-0.5381885|0.10178286
443;0.14866717|-0.05266525|0.27425286|0.223902|0.015262989|0.20995061|0.20635545|-0.19859532|-0.3487417|0.16312177|0.1037732|-0.7425228|-0.26954615|0.52192736|0.26579344|-6.220862e-05|0.067590654|-0.3207338|-0.114681676|0.3465948|0.29354447|-0.0680213|0.44671172|0.16060734|-0.16554682|0.5804108|0.048253383|0.30447504|0.5816586|0.35052162|-0.26134256|0.14702293|-0.34572518|-0.5987794|0.24781387|0.4043899|0.14332488|0.2662058|-0.1301667|-0.27729282|-0.2650215|0.28280187|-0.5228067|-0.008170355|-0.4469223|-0.68715096|-0.4184333|0.7271329|-0.116806395|0.3225752|0.4399652|0.28800306|0.009902984|0.41126573|-0.44798514|0.4754098|0.4179422|-0.19676709|-0.1222751|0.13240261|0.2955577|0.12811057|-0.36879396|0.30885506|0.6273378|0.54543406|0.2872706|-0.45276475|0.04208891|0.5569094|-0.73946416|0.07520676|-0.6720679|-0.33293813|0.123207554|-0.10103206|-0.024257556|-0.33777502|0.04999432|0.21661624|-0.727324|-0.024809942|0.21813868|-0.09215907|0.86176103|-0.2570973|0.40732753|0.073288724|0.47234935|0.34337303|0.19884752|-0.69088376|-0.31682348|0.011164188|-0.59317696|0.24503884|0.25989887|0.08142346|-0.6382475|0.38970137
444;-0.005058244|0.0022931844|0.37045822|0.5829472|0.025173066|0.35469043|0.291129|-0.22254245|0.022640467|0.031217076|0.24565448|-0.3508632|-0.5631825|0.21053642|0.2134369|-0.28875464|-0.19787681|-0.45860904|-0.23483929|0.35252833|0.41095003|0.30424473|-0.085586995|0.41852206|-0.14623599|0.58233625|0.009022798|0.38009804|0.21514523|0.43206432|-0.1787905|-0.1805167|-0.39945835|0.16516672|-0.0209876|0.27379674|0.16805658|0.16391048|0.17430833|-0.3610686|-0.23852775|0.13392866|-0.27946275|-0.3503398|-0.027730495|-0.5803724|0.10245484|0.38829392|0.17314804|0.3577344|0.8501011|0.5609081|0.21520782|0.5772634|-0.3231077|0.31160685|0.8778696|-0.43171352|-0.5314897|0.4102809|0.24360031|0.50038517|-0.3396437|0.40185642|0.36484495|0.48797816|0.1547494|-0.5007158|0.068043575|0.7823495|-0.058039784|-0.20887181|-0.8435902|-0.33640754|0.2342567|-0.3687389|-0.3962015|-0.10105182|-0.025419414|0.5848875|-0.6724988|-0.1981335|-0.092621975|-0.36837083|0.61463463|-0.1725658|0.47276235|0.28358313|0.44893703|0.39518556|0.17928652|-0.264243|-0.4516865|-0.5923645|-0.48261005|0.5986546|0.20414361|-0.54886425|-0.17383093|-0.17448564
445;-0.32758474|0.37925756|0.25497043|0.26336938|0.0026760176|0.564991|0.5001211|-0.15890695|-0.020095885|0.19115621|0.02972259|-0.84497786|-0.19461842|0.4572585|0.068600774|0.38513148|-0.67179894|-0.5883851|-0.5816613|0.04005748|0.4106235|0.4562928|0.14406711|0.47101206|-0.1586787|1.1217527|0.035582792|0.6648471|0.2406569|0.35340738|-0.37745208|0.2011013|-0.0886284|0.2720484|0.71825004|0.5385714|0.16049787|-0.08221555|-0.024822734|-0.50028247|0.017912634|-0.14623661|-0.56970423|0.18339604|0.39169616|-0.74611926|-0.17408916|0.2860368|0.07176325|0.27586275|0.29330832|0.42256802|0.69402516|0.83685833|-0.24306777|0.41688213|0.54245126|-0.039842747|-0.32075077|0.24776712|0.37132537|0.16927388|-0.37183797|0.3266467|0.021094382|0.31483293|-0.21354006|-0.5503052|0.2104956|0.33785337|-0.31513366|-0.21335982|-0.69530344|-0.6220218|0.7775053|0.11775586|0.15399888|-0.5047778|0.01813811|0.3409049|-0.6678129|-0.041866496|-0.0051062554|-0.31229508|0.6691433|-0.060368076|-0.48683178|0.31848842|0.37159106|0.029110238|0.17830004|-0.1788343|-0.49894762|-0.14204507|-0.48948023|0.34174314|-0.14848164|-0.12172635|-0.8394916|-0.038230702
446;0.027465008|0.30441734|0.30755305|0.40271103|-0.28740555|0.52151334|0.5906676|-0.17206495|-0.15338795|0.9123705|0.10346514|-0.3373411|-0.064528346|0.07740745|0.95683914|-0.011579189|-0.36176208|-0.91307586|-0.37338454|0.40799576|-0.34348285|0.22169417|-0.041981757|0.29128864|-0.19850104|0.25257558|0.1182777|0.63423586|0.6209405|0.45523858|-0.630168|0.14320266|-0.1351544|0.6041416|0.5297259|0.58711183|0.13565278|0.4705421|0.17589651|-0.075247765|-0.3372576|0.25243658|-0.61492354|-0.14411353|-0.08982481|-0.497021|-0.4103137|0.19557673|0.036223024|1.2123295|0.042003885|0.11476205|0.37544203|0.52339643|-0.76075256|-0.24682966|1.1677442|-0.58838236|-0.0925276|0.46854827|0.36586413|0.62233335|-0.580143|-0.30682948|0.14280473|0.095838964|0.64323837|-0.76822066|-0.0041840672|0.9192811|-0.073714554|-0.20733804|-0.94591725|-0.27350602|0.17668907|-0.8681805|-0.22756767|-0.2132273|0.56141376|0.09534502|-0.5033194|0.124567665|-0.45656157|-0.47468546|0.6095263|-0.24934863|-0.06458326|-0.18512954|0.49122658|0.16272882|-0.0015418315|0.13891499|-0.6624167|-0.32278886|-0.41711277|-0.1476259|0.20533556|-0.31671417|-0.07417372|0.3101268
447;0.10687348|-0.14902052|0.10024159|-0.016994894|0.23776457|0.24139547|-0.08391717|-0.5867424|-0.37712955|0.08011899|0.09144354|-0.55398315|-0.3644057|0.22124697|0.24401055|-0.19953467|-0.25643215|-0.61964715|-0.2012327|-0.071783915|0.33574367|0.875955|0.7842615|0.06777443|-0.07276046|0.9358592|0.024306495|0.36121887|0.665871|0.4275535|-0.48810133|-0.86984396|-0.2404171|0.45189905|0.41691628|0.9499854|0.15719637|-0.032206982|0.22341521|-0.29168478|-0.18177333|0.021505743|-0.37002414|-0.30840376|0.338853|-0.37827432|-0.83940077|0.4257606|-0.16326982|0.2913538|0.17234121|0.4468116|0.020659208|0.99739087|0.71594155|0.3922043|0.09406251|0.34301335|-0.5977779|-0.06250706|0.24871579|0.12048532|0.17024593|-0.330528|0.18398756|0.4375082|-0.42407537|0.1408678|0.5612966|1.0634214|-0.5144156|-0.38957798|-0.59562755|-0.66910243|0.6304126|-0.4381457|-0.089080125|0.088934556|0.50258696|0.3724324|-0.6552036|0.25306347|-0.20971456|0.43251216|0.57085645|0.203161|0.0077433065|0.07438938|0.1357311|0.767631|0.1333403|-0.2942428|-0.67271495|-0.6693425|-0.70458525|0.1370176|-0.16117495|-0.31020778|-0.44812858|0.6778547
448;0.01430472|0.041186802|-0.08021033|0.77503735|0.048897043|0.44923592|0.36000848|-0.37519437|-0.37868473|-0.03823045|0.013007598|-1.4741871|-0.04488045|0.62898785|0.29575083|0.18786117|-1.0435184|-0.37841296|-0.29816964|-0.07602815|-0.43371558|0.38243428|-0.4221128|0.3773624|-0.053141177|0.73371625|-0.2904044|0.23591444|0.1408772|0.14777945|-0.7597066|-0.02651763|-0.14771605|0.92427766|0.78040123|0.38478625|0.24577403|0.30085042|0.02565765|-0.44836277|-0.3800455|0.9016687|-0.32185072|-0.22833875|0.09266255|-0.4828759|-0.9159961|0.6223691|-0.78739405|0.71555847|0.3663469|-0.35057312|-0.23189908|0.89236474|-0.6464101|0.012001991|0.84756905|-0.25883436|0.08353253|-0.02670148|0.283147|0.6409386|-0.20410423|0.20262012|0.46298742|0.046655044|0.3509894|-0.35390043|0.60632986|0.4692876|0.04609713|0.030446693|-0.6778449|-0.3078611|0.011156619|-0.22950974|0.09540439|-0.5246003|0.64460975|-0.0065440238|-0.7818559|0.76811546|0.0654868|0.31778562|0.88331854|-0.054463983|-0.1026161|0.35029036|-0.024637192|-0.08708653|-0.34678242|-0.044236347|0.27359125|-0.26378724|-0.17233709|0.3461995|0.17156178|-0.685341|-0.6569317|-0.34099793
449;0.14808115|0.85552|-0.13921538|0.17669216|0.5999525|0.41538468|0.05015859|-0.29532045|0.16442114|0.42346746|0.035879668|-0.50253314|0.24588564|0.27617645|0.06362061|-0.14031821|-0.57802093|-0.39712247|-0.018331364|0.29820946|0.36939454|0.6879343|-0.26387414|0.163783|-0.21199179|0.68114525|-0.20881782|0.45638615|0.19510403|0.20867066|-0.65405506|0.3434454|-0.42861605|0.63661236|0.24839151|0.8882669|0.46155494|0.38647825|-0.3095722|-0.3635625|0.36171722|0.2545581|-0.64223206|-0.0332983|0.2002732|-0.6410984|-1.1579251|0.46121824|0.39985853|-0.06423393|0.51059675|0.4727874|-0.34907472|0.8179429|-0.59417|0.7825651|0.5314399|-0.34360448|-0.7709157|0.04424545|0.016629398|0.30074146|-0.17414615|0.28408754|-0.39838082|0.28130674|0.52698123|-0.62632096|0.3257492|0.7357472|0.034142405|-0.43945026|-1.243165|-0.5632597|0.37813076|-0.52787083|-0.3785538|-0.100853525|0.42618218|0.020828664|-0.30218184|0.3755397|0.46354085|0.17130223|0.12139121|-0.1126502|-0.5546078|0.08751154|-0.13828251|-0.116787106|0.032360896|-0.14745995|-0.102085695|-0.54992217|-0.37413508|0.4425058|0.10321816|-0.50607747|-0.65350974|0.68299586
450;-0.29432404|0.05092088|0.7417855|0.1886493|-0.7376061|0.58214474|0.31474888|-0.13193938|-0.1406478|0.11523493|-0.5441703|-0.75434995|-0.36888778|0.21986188|0.3286453|-0.30148005|-0.7765304|-0.11813539|-0.30761695|-0.019567296|0.25195464|0.5514952|-0.40517268|0.22189108|-0.10375825|0.3862063|-0.016077653|0.74577516|-0.04550019|0.10206483|-0.06757277|-0.35035747|-0.11307971|0.2586356|0.34455195|0.68385535|0.28312877|-0.36245218|0.20525703|-0.37526032|-0.3699926|0.042805485|-0.3759771|-0.5280677|0.0031502843|-0.18562548|-0.21330962|0.62425494|-0.40151703|0.64925385|0.4141939|0.41431433|0.34052834|0.8682962|-0.1625017|0.20346227|0.7576235|0.1638155|-0.76940584|-0.23125264|0.020492375|0.43228757|0.13788979|0.47914046|0.43948072|0.46093956|0.32604504|-0.46287107|-0.19565588|0.36533627|0.22740993|-0.041738506|-0.999869|-0.46868536|0.106527954|0.11723739|-0.68566304|-0.28460038|0.31258452|0.5115526|-0.545307|0.5130027|-0.043361686|-0.47750095|-0.24593633|-0.1942863|0.09789791|0.52465713|0.23432858|0.46375006|-0.0015249467|-0.58258355|0.48211965|-0.8132831|-0.20923713|0.467268|0.4931612|-0.76614714|-0.8029408|0.19545412
451;-0.06445305|0.38333097|-0.19333658|0.5760622|0.070512556|0.23448285|0.36099422|0.037207812|-0.6652974|0.25525707|0.053435|-0.32807207|-0.14695245|0.26820666|0.6604012|-0.106905214|-0.3056629|-0.65966916|-0.6570474|0.33588707|0.17451179|0.5695778|0.43557087|0.47143865|-0.4189912|0.28196043|0.25551838|0.4474302|0.64433753|-0.12551066|-0.5376475|0.09765831|-0.3463657|0.4971468|0.099056974|-0.010305703|0.9054173|0.39222556|0.20300794|-0.20793201|-0.34614587|0.28607452|-0.52227026|-0.16713908|0.1733734|-0.46335757|-0.17504548|0.36476603|-0.10961511|0.7347748|0.095146686|-0.043062508|0.43244314|0.95050323|-0.5599103|0.39783934|0.47485387|-0.8061986|0.11310886|0.027560994|0.73604083|0.15681957|-0.3511438|0.30335492|0.51578975|0.22865711|-0.3045702|-0.25997734|-0.08518797|0.49145326|-0.20043553|-0.015498627|-0.44655544|-0.297862|0.30406994|-0.17081562|0.23465805|0.3102858|0.17031991|0.45027632|-0.6174684|0.043073773|0.04874807|-0.09453759|0.640598|0.2595758|-0.19489448|0.020748809|0.3874743|-0.10717288|-0.16884568|-0.30839682|-0.19397853|-0.5740072|-0.470543|-0.14841399|0.49620524|-0.7020308|-0.51450247|0.15825492
452;0.1323844|0.53433716|0.118261695|0.08574772|0.40233958|0.5193328|0.5165859|-0.13224548|-0.30850205|0.065055564|-0.07041352|-0.7815901|-0.052203506|0.471411|0.322666|0.26839143|-0.24980035|-0.5502962|-0.5263285|0.21999726|0.21399553|0.20657854|0.6878782|0.48867333|-0.20724659|0.531677|0.12954986|0.30098432|0.39087003|0.24577598|-0.64930916|-0.37351233|-0.55497396|0.14353427|0.52094185|0.31032994|0.37379646|0.42034256|0.081296675|-0.27892748|-0.24543196|0.26107156|-0.44550803|-0.021803694|0.004409626|-0.74105644|-0.26250356|0.2774185|-0.07440917|0.5625056|0.24068764|0.2957879|0.07596223|0.6828178|-0.40096605|0.41476017|0.5201914|-0.16025424|-0.24556936|0.33734205|0.51779574|0.29954654|-0.13477096|0.29909343|-0.08384128|0.22986946|0.2000436|-0.16289687|0.18611935|0.61739326|-0.4600309|0.0080814585|-0.7505516|-0.37505278|0.42723632|-0.018647447|0.08169213|-0.41425338|0.3364668|0.36346248|-0.8708672|0.47330126|0.1921816|-0.060568668|0.7102178|0.19937044|-0.14151382|0.5448256|0.4211677|0.08290775|0.01507249|0.17744257|-0.18744916|-0.3771373|-0.17255095|-0.00540027|-0.0524839|-0.24198788|-0.9822302|0.38401157
453;0.05197084|0.3174734|0.34877104|0.24021846|-0.26636928|0.58435696|0.11492267|0.16639148|-0.36957377|0.15643899|-0.28922945|-0.640469|-0.29602832|0.23180018|0.25967607|0.023839982|-0.28748584|-0.14493582|-0.009174526|0.3262506|0.08490991|0.32542294|0.52130127|0.2345331|-0.21902874|0.8670757|0.18541558|0.45271382|0.27759376|0.08912573|-0.40776855|-0.44527966|-0.6031405|0.562196|0.090458825|0.8840251|0.29211482|0.22886384|0.43825537|-0.6434624|0.06212943|0.120985255|-0.8531008|-0.12507097|0.5445018|0.19487882|-0.26362985|0.33342415|0.07338638|0.4691673|0.010977715|0.32537428|0.17414185|0.66693234|-0.27566284|0.08641809|0.881639|0.283843|-0.14756116|0.4936676|0.55142915|0.14233075|-0.2876798|0.117710546|0.074798115|-0.19782077|0.009111032|-0.23129128|0.47641444|0.42403275|-0.4004653|-0.061181296|-0.5998392|-0.50628924|0.39008242|-0.16339597|-0.03093699|-0.023562416|0.23906939|0.66267467|-0.75210345|0.34352076|0.12938425|0.3742976|-0.118753314|-0.022669986|0.026352003|0.4800646|0.5606552|0.4314502|0.083315045|-0.122670904|0.21097374|-0.34954405|-0.23163992|0.919366|0.30587423|-0.3338038|-0.4970405|0.3331452
454;0.31617433|0.09149315|0.023753583|0.25095814|0.4575203|0.3302399|-0.49902913|-0.49182248|-0.65441024|0.4734469|-0.2733928|-0.67638594|-0.39659688|0.68218213|0.0066070408|-0.08421004|-0.82092035|-0.011492848|-0.2257781|0.19014892|0.1279315|0.2835269|0.68648154|0.59197736|-0.40413684|0.6498582|0.012522507|0.08508274|0.5930044|-0.06619194|-0.19072953|-0.61277306|-0.08417837|0.24608919|0.21547349|0.309664|0.2560473|0.561688|0.56539476|-0.7048951|-0.8591|0.08168121|-0.47792253|-0.20990346|-0.2531194|-0.15819795|-0.36776653|0.46895754|0.080032066|0.66273177|-0.0323101|0.17298934|0.16693938|0.42694506|-0.63407063|0.4340844|0.32160056|-0.43681577|0.1492963|0.6544534|0.72530663|0.24584347|-0.57701|0.79242384|-0.14127822|0.58951926|0.58627975|0.2185866|-0.07837939|0.9236294|-0.7492949|0.7056846|-1.0853249|-0.9161875|-0.3475675|-0.03285104|-0.5381767|-0.4631299|0.5219|0.3715552|-0.6436848|0.0701752|-0.5117256|-0.036845163|0.9643117|0.31191072|-0.08244081|-0.09220274|0.34856552|-0.26168793|0.364344|-0.29475555|-0.45127076|-0.8370893|-1.1255744|0.048307747|-0.06170951|-0.5547015|-0.67442787|0.21992268
455;-0.18308988|0.3915439|0.06951435|0.10163334|0.32898092|0.32626697|0.4643656|-0.6944344|-0.67572874|-0.20185012|0.41017485|-0.18650845|-0.43316132|0.20773733|0.0769843|0.2666378|-0.09825744|-0.56583583|-0.18811038|-0.00666146|0.16617538|0.5155284|0.7666941|0.72030956|-0.34144253|0.55249|-0.5353948|0.42257997|0.8108497|0.17491138|-0.41218284|0.12984309|-0.8981759|0.18858662|0.4390831|0.6845959|0.68857944|0.24093448|0.016011342|0.06251702|-0.3710847|0.020477533|-0.5972543|0.2164458|-0.037282273|-0.1789466|-0.49527264|0.40175104|0.098136164|0.5287318|0.11252086|0.5230629|1.0130105|0.61884755|-0.90290654|0.4848857|0.22425207|-0.044250272|-0.2245173|0.23877645|0.49077353|-0.11235717|-0.51492393|-0.65448415|-0.43247998|0.1601606|-0.01958254|-0.2424636|0.11493938|0.63668436|-0.49161106|-0.8268999|-0.22357047|-0.5393978|0.55718505|0.16466084|0.050312698|-0.08318558|0.39003956|0.46514383|-0.63851714|-0.07576516|-0.27617046|0.0028954148|1.0021493|-0.12406181|0.13710271|-0.08194919|0.15975903|0.34210622|0.093945965|-0.4097566|-0.5173706|-0.1957874|-0.57263386|0.53748524|-0.7014212|0.23853794|-0.8331816|0.34253952
456;0.14342698|-0.10041353|0.14185372|0.7279425|-0.02742324|-0.23377419|0.5270498|0.48107314|-0.33318263|-0.115545034|0.17464733|-0.76618433|-0.34033376|0.48810434|0.19718675|0.41590938|-0.08418886|-0.17356883|-0.0946216|-0.10759559|-0.02330628|0.49239436|0.006499231|0.30137983|0.13576649|1.0747098|-0.38613948|0.8647578|1.0149858|0.1258349|-0.56894267|0.29306114|-1.0007641|0.6800524|0.54690915|0.088801265|0.10552919|0.25870627|0.21135473|-0.46015272|-0.04863546|0.83603746|-0.36851192|-0.2259958|0.2920724|-0.43680435|-0.119636446|0.5585625|-0.012962462|1.0418881|0.26138014|0.2895365|0.21203505|0.88641167|-0.72304964|0.3686843|0.88481677|-0.06689329|0.021795735|0.5545048|0.78722274|0.65908647|0.42897958|0.12313186|0.1765637|-0.08554812|0.31629542|-0.4582734|0.23541388|1.1511756|-0.077243954|-0.80929315|-1.2597793|-0.7858244|0.3477641|-0.31413135|-0.3616457|-0.57537353|0.07091017|0.0764043|-1.0280354|0.18320106|-0.35110784|-0.3022867|0.15943298|-0.377728|0.38223833|-0.083270684|0.92604256|-0.00929895|-0.47292024|-0.4310859|0.37945965|-0.5259776|-0.16099438|0.6762356|0.1809252|-0.97298646|-0.69348603|-0.033344254
457;-0.2960428|0.008785874|0.38238442|0.38362467|-0.35785857|0.52208626|1.2348946|-0.83492523|-0.1795722|0.19590421|-0.110367395|-0.9438422|-0.2707515|0.24014327|-0.14135821|0.07402388|-0.3823556|-0.45100224|-0.2583084|0.3936289|-0.52098197|0.78219926|0.47702402|-0.08299717|0.0015332103|0.5667775|0.7531811|0.29880983|1.1079901|0.07938141|-0.5134653|-0.17790903|-0.16806957|0.1369425|0.41551584|0.79926443|0.7660869|-0.23377028|0.12181665|-0.20093252|-0.15870985|0.35835063|-0.6705395|-0.1542501|0.35138768|-0.6788589|-1.2377365|0.56454617|0.2098462|0.7816577|0.47628912|0.3121231|0.40165594|0.19988811|-0.3940716|0.27341253|0.7888057|-0.22635448|-0.9600981|0.31908667|0.2657559|0.4845157|-0.19463174|0.22773609|-0.6894605|0.22164528|-0.10973208|-0.37182635|-0.08264139|0.54722226|-0.5140611|-0.16995412|-0.6776075|-0.9252908|-0.2647081|-1.0037621|-0.5221971|0.22858153|0.40016067|0.7604429|-0.6342669|0.16775171|-0.4476589|-0.17142268|1.0737867|0.12183819|-0.3027662|-0.29907936|0.093324035|0.14341632|0.51132154|-0.62726617|0.025078982|-0.411525|-0.6441897|0.6475687|-0.1934444|-1.1754764|-0.61160135|0.7368329
458;-0.023086362|-0.03555815|0.2575741|0.39737582|-0.17268959|0.7011819|0.6287887|-0.38212514|-0.1814267|0.5532044|-0.33131045|-0.7121013|0.2132521|0.5896299|-0.40663773|-0.07905918|-0.51887774|-0.45732397|-0.2866499|0.25972778|0.18476306|0.38475555|0.4134869|0.44908828|-0.14886652|0.8598715|-0.39247906|0.3304102|0.6044292|0.269744|-0.77563345|-0.92170215|0.060484618|0.08704609|0.25746733|0.97911566|0.4605099|-0.0807533|0.42537418|0.030510992|-0.16218267|0.22364429|-0.45781258|-0.28475994|0.023300752|-0.77480984|-0.81150615|0.14780083|-0.12982912|0.6200581|0.42890406|-0.13870272|0.2844671|0.4906414|-0.22134647|0.26016644|1.0306981|-0.27217993|-0.7669499|0.14282984|0.25610235|0.12795244|-0.43242824|0.22759975|0.5545943|0.108847946|0.70430636|-0.32715136|-0.03253764|0.2814212|-0.5553781|-0.3332237|-0.8344178|-0.57154214|0.3906512|0.20420513|0.07581028|-0.4788707|0.46844462|-0.045847088|-0.8210038|0.118275136|0.32283568|-0.6055914|0.56080043|0.13001326|-0.07855572|-0.11302023|0.5927691|0.13672794|0.60032755|-0.6317875|-0.27660075|-0.33006164|-0.8148851|0.13649021|0.6007915|-0.5906929|-0.5327032|0.2018875
459;0.3916996|0.49469525|0.09610447|0.49942398|0.068866886|0.88418233|-0.035250634|-0.10043487|-0.5707198|0.36395305|0.56916445|-0.4846142|-0.48469394|0.4665305|0.19432455|-0.020597983|-0.54527617|-0.47454947|-0.37043345|0.8622725|0.08880276|0.60013545|0.5712762|0.74953806|-0.46314907|0.854208|0.38034216|0.26852965|0.021540314|0.25344646|-0.7481939|-0.30549026|-0.8331267|0.42122492|0.42631716|0.83178353|0.46112838|0.18989283|-0.04903719|-0.16120362|-0.42184207|0.111557424|-0.6781565|0.25964132|0.45882142|0.12963688|-0.47471982|0.71311903|0.029329568|0.7085571|0.4689751|0.26353055|0.7652793|0.5201876|-0.96022487|0.39225796|1.0663486|-0.17171952|-0.22476847|-0.21971497|0.7191354|0.19362457|-1.0745304|0.7988821|-0.13545014|0.07954906|0.17745748|-0.6595688|-0.018198848|0.18712983|-0.85912573|-0.06825802|-0.63764274|-0.27549917|0.62805843|-0.16196078|-0.40968376|-0.7361295|0.6510227|0.67400867|-0.69548666|0.057594493|0.16119523|0.05355154|-0.22946227|0.11544785|0.13172099|0.52989614|0.5041283|0.14397699|-0.18154512|0.279526|-0.05885762|-0.45586646|-0.53011495|0.21986467|0.430804|-0.25790587|-0.26783103|0.302752
460;-0.11805709|0.392057|0.2881483|0.33541083|-0.34995437|0.3179103|-0.06952557|-0.20637648|-0.59961903|0.17114604|0.19677472|-0.4469631|-0.24868345|0.5282391|0.2126671|-0.13643968|-0.43808293|-0.51897836|-0.44904703|0.03699188|0.2847191|0.6822461|0.36587662|0.16894737|-0.041943476|0.5434979|0.1396324|0.54947925|0.4782219|0.38293105|-0.8011428|-0.3084051|0.18388727|-0.18542351|0.3062698|0.67080003|0.44639453|0.0875299|0.06645967|-0.27785438|-0.518999|-0.011844963|-0.39310342|-0.09715689|0.28661785|-0.7124418|-0.08402005|0.40131107|0.069241084|0.29033923|0.4056639|0.3889254|-0.22030425|0.67403907|-0.045456737|0.43153733|0.7912206|-0.26911017|-0.010861501|-0.073089|0.5410865|0.26339957|-0.81592965|0.16620289|0.4953454|0.19223773|0.029423878|0.17908743|0.04887928|0.8979424|0.21123508|0.016392142|-1.1111401|-0.72376174|-0.07208672|-0.055260465|0.17018513|-0.08636169|0.57556844|0.19681828|-0.5022558|0.06400739|-0.53046834|-0.093843564|0.120052904|0.37758923|0.20387456|0.1419952|0.30209777|0.15426654|-0.4416927|-0.74197096|-0.08403753|-0.7223742|-0.58489805|0.6720341|-0.0032966658|0.02487439|-0.32484227|0.5589864
